Text,labels,Hate Speech,Abusive Speech,SARA,Radicalism,Defamation
mampus kasihan istri anak noh telantar gera gera kerjan surem,"['Hate Speech', 'Defamation']",1,0,0,0,1
nfix sakit jiwa nmending sakit jiwa sakit otak nhua hu hu tertawa tertawa tertawa tertawa ah hok huek,[],0,0,0,0,0
w pnya tmn nikah pnya anak tdur bareng w kontol dimainin sih sepong w nolak gay,['Abusive Speech'],0,1,0,0,0
taubat kelak timbul kecurigan urus jenazah malu orang tua,[],0,0,0,0,0
numpang promo jual titan gel klg vimax canada viagra usa asli alat bantu seks p w impor kondom duri silikon lainlain pesan langsung whatsap cek instagram,['Abusive Speech'],0,1,0,0,0
waspada propaganda receh biar orang orang anti syariat islam kuasa politik perintah ayo rapat baris jaga satu jadi pilih kepala daerah pilpres momentun bangkit menang umat islam pic twiter com xpnvkjnv,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
iya ampun ram galak rt iya ampun ram sedih sadis rt besok ulang sosio anjing bangsat sengama kontol memek,['Abusive Speech'],0,1,0,0,0
video klip gni baju nya sopan lh kak ntr laku eh cegah tangkal lihat bkan orng dewasa ntr anak lihat malu kak msak video klip pkaian nya sopan gtu,"['Hate Speech', 'Defamation']",1,0,0,0,1
turun kg semingu makan buah plum jely ayo poin instagram harga jamin murah promo,[],0,0,0,0,0
muka babu sombong alah murka orng sombong banci,"['Hate Speech', 'Defamation']",1,0,0,0,1
salah p rt bodoan sapi susu nya remas eh perah nuntut rt pinter sapi ayam,['Abusive Speech'],0,1,0,0,0
persipura pisah indonesia silahkn papua kluar wilayah negara satu republik indonesia obrak abrik tni,[],0,0,0,0,0
kenyot susu puting hitam nikmat remas remas kenyot habis susu bu enok,['Abusive Speech'],0,1,0,0,0
banci murah kontol nya potong ujung nya kontol ny potong,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
mantan presiden akses khusus sakit awat dokter presiden pikir banyak sudzon melulu mantan presiden presiden hak fasilitas negara nglangar,[],0,0,0,0,0
bom ndi zaman onta komunikasi oral manusia manusia sehat minum kencing onta situ onta tingal kapal angkasa pulang pergi terkadang bercengkrama superman gren lantern bahas damai galaxy delusionalakut malu,"['Hate Speech', 'SARA', 'Defamation']",1,0,1,0,1
nente keruh suasana pakai klasik iring opini keledai bodoh percaya propaganda barat sesunguhnya tipu daya syaiton nyata naudzubilah ntipu daya syaithon tipu daya batu hitam npropaganda barat daya barat laut ntidak denial terus nlah tega bunuh keluarga perempuan malam perang langsung dikhawinin wali saksi nikah peduli selesai idah njadi isis murni murni islam nteroris mako jalan ajar ajaranya islam,[],0,0,0,0,0
saran a gym perkara adil tega parsial solusi tega khilafah,"['Hate Speech', 'Radicalism']",1,0,0,1,0
pasang selingkuh kunci kelamin solusi ribu orang bukti khasiat kunci kelamin pasang sehinga hubung badan ilmu cocok pasang suka selingkuh pasang goda pil wil pasang hypersex pasang percaya pasang beda kota pulau negara jaga harmonis rumahtanga lainlain kunci kelamin kunci kelamin hubung badan tahun kunci kelamin hubung badan butuh data data sih target foto foto sih target pakai bekas sih target lebih jamin kerahasian jati garansi hasil konsultasi mesan hubung langsung nomor telepon gengam pasti layan tingal hubung layan tulus hati raih cinta hilang pasang kembali pasang jasa pelet ampuh jodoh rezeki konsultasi tangan langsung abah katon hubung telepon whatsap baca hapus,['Abusive Speech'],0,1,0,0,0
ayo gantung ht ayo bunuh ht bela kafir bela cina bela kutil babi,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
yes hm m enak ariel sodorin kontol dea sepong iya buka mulut sayang ariel masuk kontol m,['Abusive Speech'],0,1,0,0,0
i aded a video to a playlist awas jantung tante cantik pamer tetek remas,['Abusive Speech'],0,1,0,0,0
lihat damai warga indonesia bedan golong damai khilafah bunuh bunuh,[],0,0,0,0,0
cewek sange ngocok pakai kontol vcs customer layan ps line whatsap pin ebac ejakulasi bareng rahasia aman khusus cewek nomor cowok nomor banci,['Abusive Speech'],0,1,0,0,0
guru aji alquran inisial m bekuk polisi lantar nekat cabul anak didik usia desa jayabakti camat cidahu kabupaten sukabumi jawa barat nkasubag hubung masyarakat polres sukabumi sunarto aksi bejat laku ungkap orangtua korban lapor jadi timpa putri j polisi lapor orangtua korban bahawa anak cabul laku sidi aman laku rumah mingu juni kemarin sunarto senin nberdasrakan hasil pemeriksan m aku cabul korban kali majelis rumah april maksud laku cabul korban obat sakit cabul laku ancam korban bilang orang papar sunarto polisi aman barang bukti hasil visum rsud sekarwangi cibadak celana korban sajadah laku bersih sperma laku jerat pasal e uno ubah nomor lindung anak jo pasal republik indonesia nomor tetap atur perintah anti republik indonesia nomor ubah republik indonesia nomor lindung anak tutup url muka muka khas hamba alah tertawa nseleranya rasul alah matabelo,"['Hate Speech', 'SARA']",1,0,1,0,0
suka bersih rt cewek suka kontol jembut nya lebat jembut nya sih cewek replay,['Abusive Speech'],0,1,0,0,0
keluarga habib muhamad rizieq bin husein syihab selamat raya iedul adha h mohon maf lahir batin pic twiter com xjzylkcje,[],0,0,0,0,0
sulawesi i think jk jk p warga papua hepi makmur pisah negara satu republik indonesia lepas sikap,[],0,0,0,0,0
naha kuanon usir dul mneh mah prcma jmtan oge krek npi masjid usir kafir hungkul,[],0,0,0,0,0
kalsel nyebut nabi kafir pilih om debat ilmiah tolak brarti kmi usir lawan bantai,"['Hate Speech', 'Radicalism']",1,0,0,1,0
baru juta indonesia samain harga ibox juragan garansi internasional brti samain nya kaya tokopedia id,[],0,0,0,0,0
pikir wajar papua aceh pisah produksi emas minyak infrastruktur bangun,[],0,0,0,0,0
salah hijab hijrah niat hijrah urusanya alah akhirat campur niat duniawi sarat nafsu semu,[],0,0,0,0,0
nof kemarin jilat pantat andrew darwis licin unbaned rekam pakai telepon gengam,"['Hate Speech', 'Defamation']",1,0,0,0,1
iya alah jijik kalao buka senang iya hidup hancur generasi lagu publikasi hadeuh,"['Hate Speech', 'Defamation']",1,0,0,0,1
saus tomat makan jembut lebat enak rt otak udang saus tomat ngangkang lihat jembut lebat,['Abusive Speech'],0,1,0,0,0
fatah bwlom sadar laki pakai payudara dibesarin tobat salat pakai peci tuhan menegor insaf,[],0,0,0,0,0
coment mutu ditingal kangen foto pakai kamera knapa situ mules tolol,"['Hate Speech', 'Defamation']",1,0,0,0,1
ratederpe rp bayangin sepong opa habis masuk kontol opa memek opa nyusu tetek goyangin memek ugh,['Abusive Speech'],0,1,0,0,0
jual kue balaikota ahok sih sakit langsung urus rs pencitran,[],0,0,0,0,0
kon kafir brarti ta paten iya rt mateni kafir bunuh a rt ayo,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
isis bentuk amerika drama kafir penuh fitnah amerika serikat kecam serang teror bom isis jakarta,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
nmata cipit maling dimane tembak buru babi cipit merem nyali gede bicara wakaka geburnur penjara wakaka nbininye genjot orang wakaka nasib mata cipit merem titit mini bau babi hitam dekil nge babu iya ngepet komuknya najis warna kulit warna kotor babi hitam dekil nge babu kandang amp negeri tertawa hitam dekilers bangla kalah gara titidnya ciut hitam dekil plus peju mutu produsen makhluk butek hitam dekil kotor babi najis ras babu hitam dekil sih babi berizik daster putih takut kabur bak babi ngepet kejar warga vs ras babu mati lawan majikan titit ciut hitam dekil ras babu mutu berani main gizi bangsat,"['Hate Speech', 'Abusive Speech', 'SARA', 'Defamation']",1,1,1,0,1
gaji usah gaji usah selisih nila ngorbanin nyaman curah hati aje,[],0,0,0,0,0
presco posko bantu salah satu reng menang timur camat menang poskonya sangar rajin masjid posko jarah bantu untk mengububgi cari lokasi mksudkan,[],0,0,0,0,0
cm urat tegang penuh dng peju malam kontol dear sange memek sengama hardsex bdsm,['Abusive Speech'],0,1,0,0,0
sih bentuk memeknha jembut nya beda beda pas habis cukur lebat,['Abusive Speech'],0,1,0,0,0
edit nys super parah jelek ms fatah muka nua patah patah kesyel,[],0,0,0,0,0
wu sayang palsu nyri papua gosong glo ckit rt maf e nak bkan tkang gosip tertawa ngapoi papua nak cari l,[],0,0,0,0,0
nya nikah siri nikah resmi iya masuk entertaiment resmi iya standar nya,[],0,0,0,0,0
khusus cewek inbox privasi aman abgmesum abgngentot abgsange bokepsma bokepindonesia ceweksange cewekbokingan hijabers jilbob jandasange jandakesepian memekbasah sangekberat tantebispak tantekesepian tantemontok jambi wanita bokepjilbab,['Abusive Speech'],0,1,0,0,0
alifsyukri tukar tari nya orang malaysia suka aksi angkat buahdada nya sih banci iya ayuh dislike youtube nya,[],0,0,0,0,0
balik indah ngeri dalam nyaitu korban jaring terbang lompat jaring bingung eh gigit lawan akherat ketemu bidadari,[],0,0,0,0,0
soe production suami kantor ahy bu anisa ramah sombong foto slu,[],0,0,0,0,0
diributin pakai ntapi bacot nya banyak bohong ndasara panastak homo goblok unlimited tertawa nlu pikir anjing kaing kaing kabur laur negeri tukang bohong ndasar komplot anjing tertawa tertawa tertawa tertawa tertawa tertawa tertawa,"['Hate Speech', 'Defamation']",1,0,0,0,1
jan pisah papua kaya kakak laki laki sebentar sabang merauke aceh udhlah susah negara,[],0,0,0,0,0
gra kaum usir nabi rt nabi jong rt dasar kafir cont,"['Hate Speech', 'Radicalism']",1,0,0,1,0
biar sdok sayang goyng mju mndur kontol kontol memek ganas cari im coming baby sodok memek tika,['Abusive Speech'],0,1,0,0,0
tangan remas tetek emut itil sedot pelan slurup tangan mainin ujung memek,['Abusive Speech'],0,1,0,0,0
banci kak banci mulut bulu ketek sok sok an aku kumis halu,[],0,0,0,0,0
maf mbak jihad nama nya sebar fitnah mbak islam arti jihad beda jihad fitnah,[],0,0,0,0,0
agnetod jahad manusia ndatengin alien ntapi lepasin dewa kasih bukti trophy harga sejarah juve ntrophy serie b ncoba king adp king gigi serie b nudah ampas club nagneli bngzd najis,"['Hate Speech', 'Defamation']",1,0,0,0,1
baca ngerocos bilang terima polda tes psikotes polda baca coba hahahaha baca gagu,[],0,0,0,0,0
meningal rencana mandin kaum wanita pria bang eh mbak eh iya,[],0,0,0,0,0
hubung mayoritas nasbung dukung palestina nmaka wakil duduk nasbung terima kasih cina natas bantuanya tertawa tertawa tertawa ntempo co jakarta presiden cina xi jinping janji bantu us juta tara rp miliar kurs rp dolar amerika serikat palestina njanji xi serta temu cina arab states coperation forum cascf helat beijing selasa juli nkantor berita reuters laporanya bantu palestina cina paket pinjam us miliar rp triliun us juta rp triliun negara negara timur bantu pinjam dana upaya bantu hidup ekonomi wilayah tulis reuters kutip sumber temu ndalam cina tingkat keterlibatanya timur peran negara negara wilayah nilai bijak negeri cina salah satu belt road initiative bri gagas cina jalur sutra abad bijak harap hubung cina asia asia tengara eropa bangun selesai aman timur xi temu wakil negara arab kota cina beijing laku jujur takut bedan hindar diskusi luas aspek bijak negeri strategi bangun kutip reuters nsementara kantor berita cina xinhua lapor menteri urus palestina riyad al maliki tangap temu cascf aktif promosi kerja kordinasi cina negara arab harap palestina peran jalur belt road initiative hubung cina afrika eropa url iloveindonesia iloveindonesia,[],0,0,0,0,0
wait a mute said agama dipake politik agama cakup cakup lho mas but at least i want let to know jadi agama batas ibadah cakup,[],0,0,0,0,0
buka cd ah kangen kontol pegang kontol jilat pangkal eumh ngh masuk palkonya sepong kuat,['Abusive Speech'],0,1,0,0,0
mbak tenar benci biar benci mghabiskan hidup cari buruk tulis komentar mu mbak maju angap orang orang dedikasi mu sukses,[],0,0,0,0,0
pic twiter com kswagsu memek sengama sangek enak seks kontol abg pentil payudara blowjob horny porno bokepsemi bokepindo ngewe sepong amoy enak bispak bisyar lonte jarang belai bonus,['Abusive Speech'],0,1,0,0,0
akun seks wajib dp palsu hati gays hipersex sange memek kontol horny jarang belai sepong seks,['Abusive Speech'],0,1,0,0,0
lulus sekolah dasar iya miris lambang negara hafal sekolah iya bolos,"['Hate Speech', 'Defamation']",1,0,0,0,1
kali harga orang dihargain bendera indonesia suka bolak balik bendera harga harga,[],0,0,0,0,0
administrator administrator bicara belepotan sok sok sebar palsu tobat sebar fitnah nanty kmue kena chiduk polici cium,[],0,0,0,0,0
pret manusia halu akun alias bodong universitas alam gaib kali mahasiswa bego kya wkwkwkwkwk nyambung,"['Hate Speech', 'Defamation']",1,0,0,0,1
teriak bunuh teriak gantung teriak ganyang teriak usir cina adu malu,[],0,0,0,0,0
tertawa kta aman jin ny tertawa rt tertawa jin kafir nya usir yeuh aman drt bicara,"['Hate Speech', 'Radicalism']",1,0,0,1,0
responden bodoh paham wartawan beritasatu bodoh anies sandy pimpin mudah,"['Hate Speech', 'Defamation']",1,0,0,0,1
mikir bicara tiru don kodok pernag mikir sangup mikir,[],0,0,0,0,0
ntolol rumah tangany beranta bodoh dhani ngitu politis urus rakyat,"['Hate Speech', 'Defamation']",1,0,0,0,1
mafkan saudara ku hadir do a ku kito nian,[],0,0,0,0,0
sila kak buka al quran nya surat larang baik sat sempurna asbabun nuzul surat adl ingat lelaki yahudi madinah nasihat kerabat peluk islam pegang teguh ajar rasululah sndr melakukanya walahu a salam salamsaudaraseiman,[],0,0,0,0,0
belah kasih tetek nya mata fokus tertawa r,['Abusive Speech'],0,1,0,0,0
juang tega khilafah indonesia ganti pancasila sembarang bunuh orang,[],0,0,0,0,0
alkitab murtad capai kejar gara ajar konyol abad,[],0,0,0,0,0
kali kakak ku e halu nasehatin orang tu nuduh orang pulang mangkal hahahaha haluan nya langit tujuh o iya cewek cowok,[],0,0,0,0,0
ganyang ine rt salah gele p rt gladysapriliana weh ksh bgtx cina rt ynyayan dibaw,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
malam jumat mal hahart sasal rt ayo ayo meni bunuh orang kafir,"['Hate Speech', 'Radicalism']",1,0,0,1,0
dasar barbar agama nhny gara hadis tntg najis nmain genosida gila barbar,[],0,0,0,0,0
vdio klip ny mnurut brbau lgbt sih iya cum lihat kostum luna kmrin pkai bju kuning mnurut agk vulgar alsany terima kasih msyrakt,[],0,0,0,0,0
rakyat jemput garbarata iya gawat mbak angkasa pura sembarang ks izin,[],0,0,0,0,0
respon positif coba negatif thinking maksud back up kalawa langkah tindak ambil mantap tolong jabat hormat laku pantau,[],0,0,0,0,0
ambil kaki nbisa ubah fakta bagus friend muas mis v eronika banding mr p urnama,[],0,0,0,0,0
hantu muka datar rem wajah rakit sebentar baut nya lepas datar wkwkw,[],0,0,0,0,0
auto tertawa video fatah nyanyi tetek nya ganjelan nya rante kapal eh foto ganjelan nya tgn belah tah fatah,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
karput hijrah meni sang suami berani duduk damping umum pernikahanya muka publik percaya hijrah lilah ta ala pernikahanya suami umum hadiah istimewa proses hijrah lets wait,[],0,0,0,0,0
cara nilai satu harga pandang orang salah semangat iya om fatah cowok kuat cengeng tytydblackfatahilang fatahlenyap,[],0,0,0,0,0
jual kosmetik lengkap wardah maybeline make over emina purbasari sariayu silky girl girl nyx natur rambut nr mizu safi lakme just mis makarizo matrix pixy ertos tulipe mineral botanica bulu mata brush make up kuas make up beauty blender inez cetaphil mustika ratu ristra acnol skin aqua nature republic zoya lt profesional himalaya acnes an produk toko kirim negeri iya,[],0,0,0,0,0
tuduh simahok memex tante veron gatel fitnah dukung mahok tahan bodoh mahok manusia suci mulia tertawa,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
dimainin enak mas memek tetek mamas mainin memek adik pakai lidah remas tetek adik,['Abusive Speech'],0,1,0,0,0
rt salah ahok iklanya protes orang pakai spanduk iklanahokjahat,[],0,0,0,0,0
tante cari puas semalem kontol ngaceng lihat foto tante sepong gila enak kayak,['Abusive Speech'],0,1,0,0,0
editanya iya mbak lengan leher tetek majuin biar perempuan tulen edit anjing,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
iya alah rem silikonya ngegelembung expired tua jaya jaya kelak tua miris,[],0,0,0,0,0
atur cantum pasal ayat atur perintah republik indonesia nomor aman presiden wakil presiden mantan presiden mantan wakil presiden serta keluarga tamu negara tingkat kepala negara kepala perintah,[],0,0,0,0,0
ketemu bangsa monyet pemabok kencing onta nbakal bilang makhluk jejadian nmaklum otak dongok wakaka,"['Hate Speech', 'Defamation']",1,0,0,0,1
netizen mulut kotor balas mulut kotor heran suka noda resmi yah,[],0,0,0,0,0
tertawa couldn t diferences betwen ngegas parable means i don t have wasting my argue,[],0,0,0,0,0
protes anis buka mulai zaman ahoax salah alamat protes ahoax ndaripada protes gubernur usut korupsi sumber waras sengaja tutup,[],0,0,0,0,0
netizen kesucianya nutup aurat alhamdulilah urus nikah diam diam umbar umbar alas sendiri baik,[],0,0,0,0,0
nyi wang ji chu ci jian shuang mi ren adik yan anjing zai wo nao hai li adik shen ying hui san bu qu wo imlek nterjemahanya nada orang lagak bela agama doyan bicara jihad orang kaya bicara sedekah ngibulnya bakul ncari iya orang imlek,[],0,0,0,0,0
nbener juragan hasil riset islam kompatibel dunia modern sat bangsa islam kontraksi islam sistem abad gelap,[],0,0,0,0,0
mas fatah laki tulen mh rem lihat badan laki jadi sbangsa senang lihat badan sm belok,[],0,0,0,0,0
kaum kufar barang agama nya hina marah tanda lemah iman,[],0,0,0,0,0
iya memnyebalkan kadang hibur lihat komentar orang sadis tertawa tertawa,[],0,0,0,0,0
situ datang numpang cari makan numpang berak numpang mandi numpang ngempanin anak bini tat pajak nyudutin gubernur pilih nsitu taikers babi rumah toko situ modal kampanye sih ngahox nwajar sih move travel,[],0,0,0,0,0
minum obat mas biar rabies nya kumat ketimbang kolower rebu sombong beli kolower jual,[],0,0,0,0,0
iya lho curah isi hati jemput langsung garbarata pesawat rempong bawa barang bawan,[],0,0,0,0,0
cerita dewasa nonok sih ines presenter tv swasta acara jembut lebat nya link dijaminpuas nomodus ceritaseks ceritangentot ceritamalam ceritadewasa sangean doauntukmakasar bokepfulpic twiter com oixphygdz,['Abusive Speech'],0,1,0,0,0
pas bandara orang orang giat area batas bandara proses skrining syarat nya ketat antar jemput bayar airport tax,[],0,0,0,0,0
amora islam cat rambut dalil ngejelekin orng suka simpan pribadi,[],0,0,0,0,0
ember sayang kasi hidup tipu uang rbu nongol sih mely promo mely,[],0,0,0,0,0
rezim sby teriak kenceng ganyang amerika antek yahudi kalimat konspirasi israel sat suara balik ria cina pki asing lainlain mengema sesunguhnya bani sial bela,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
tikus tukang bom mafia beda sih tukang bom orientasi bunuh orang kafir sih tikus orientasi makan,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
heh kontol jan sok mes rp muka memek orang tua monyet agama aje agama kontol,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
kena tngkap satu pakai akun gembok angka,[],0,0,0,0,0
indonesia maju banyak ulama juragan ntokoh ulama maju nklo lihat negara maju fokus teknologi nterlalu fokus agama agama maju juragan ncendolnya juragan,"['Hate Speech', 'SARA']",1,0,1,0,0
oh ngehina negara sirik mampuslu benci benci indonesia kejam kali pakai otak cakap iya,"['Hate Speech', 'Defamation']",1,0,0,0,1
ngpain cina us tiko antre nyelak ngoce nyolot bilang cina lawan pribumi qlo jakarta ganyang,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
orang islam minoritas tingal negara kafir mas juang diri khilafah pindah kewarganegaran baik mas,"['Hate Speech', 'Radicalism']",1,0,0,1,0
maf iya kak luna kak luna judge dibuly buka netizen iri lihat kakak iri pamer aurat pamer kakak mancing netizen komentar suruh pamer pamer aurat ngerasain wanita iya huh kasi sih kakak wanita lahir aduh tobat deh kak tungu azab tuhan tobat,"['Hate Speech', 'Defamation']",1,0,0,0,1
emak udin tante ngsh susu hayo bilang tan tante iya sayang udin nambah remas dada,['Abusive Speech'],0,1,0,0,0
alauhwakbar kafir bunuh jihad ayo kabom mati sahid eh sangit o islam ngajari teroris dunia kenal islam teroris islam radikal ind islam moderat rahmatulah damai toleran kasih sertifikasi dakwah dakwah radikal anti pancasila,[],0,0,0,0,0
iya muat mulut kontol rt phonesex pesan langsung nope iya biar sepong kontol,['Abusive Speech'],0,1,0,0,0
tetek belah peyot wanita pria mangkal iya kali ngedit foto cerdas yah sekolah biar bodoh mas fatah,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
dsni bdan eyke hitam orang papua neh minggu pasuk tahap gosong tertawa,"['Hate Speech', 'SARA']",1,0,1,0,0
aluhwakbar kafir haram gantung bunuh ayo jihad bom bunuh budax seks teroris ayo perang timteng ajar setan teriak alauhwakbar maf alquranya salah ikut iya,"['Hate Speech', 'Radicalism', 'Defamation']",1,0,0,1,1
enak iya jemput kesitu bedan rakyat jelata anak jabat anak jabat aku heran indonesia rahasia shayuy,[],0,0,0,0,0
pas nyanyi kilas leher kea jakun nya kakak to apaapa buli kakak terima kasih hibur iya moga kakak lucinta,[],0,0,0,0,0
tong salah ganyang cina pokok rt sandra salah rt io mko salah ubah,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
urus orang iya nikah siri gangu hidup kmu urus hidup kmu,[],0,0,0,0,0
tertawa kotor rt iya sepong kontol om yopi iya rt ah mahal ben,['Abusive Speech'],0,1,0,0,0
tahu jemput kesitu keluarga mantan presiden deh tahu kadang hak dptin rakyat presiden negeri kadang,[],0,0,0,0,0
rt mayoritas etnis cina daerah khusus ibukota nmengapa solid dukung nista agama islam ndendam ntidak nasionalis,"['Hate Speech', 'SARA']",1,0,1,0,0
setan dasar orang kafir sunat titit president mahu usir indonesia,"['Hate Speech', 'Radicalism']",1,0,0,1,0
tante abg main invit aff jaktim tantegirang bispak sange memek kontol sengama tetek janda ngewe jarang belai anal,['Abusive Speech'],0,1,0,0,0
kasih bayang iya jago make superman mati pas main musuh counternya chaugnar susah dislow melulu terbang digank alamin nkda situ lho juragan lihat teman parah asist kil mati cela dianalisa dongo noh lihat riwayat dongo pakai hero mati bnyak bodoh nya elah curah hati tong kasih cerah dongok paham hitam paham talent mampu parman dongok ntalent purify blok nsepatu gildeg greaves nama mampu parman tingal gameplay main sampah lawan valhein keok silver emas los streak ngtain tim domba iya domba antar s id tod wkwkwkwk tertawa tertawa,"['Hate Speech', 'Defamation']",1,0,0,0,1
kecik kali ceng punyak biskuit dikede wak markona oalah susu remas susu kucing tetanga,['Abusive Speech'],0,1,0,0,0
cina tu usak bangsa enyah ken muka bumi ganyang cina pki ngehek,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
purnama komentar mingu akun postingan kakak laki laki akun sebar palsu id akun nama tolong cek folowers folowingnya terima kasih,[],0,0,0,0,0
kus kus saking benci jonru ngomongngomong akun larang gembala asu ngamuk,"['Hate Speech', 'Defamation']",1,0,0,0,1
monyet bal ih rt cha nya papua,[],0,0,0,0,0
dosa kakak laki laki bom kait islam teroris orang kafir topeng islam nama islam buruk misi sebenanta orang kafir zaman nabi samapi sekarng benci islam,"['Hate Speech', 'SARA', 'Radicalism', 'Defamation']",1,0,1,1,1
hai kakak adik tante sange customer layan sexs bekas ayo langsung whatsap line heywanita privasi jamin aman nomor gay girls only memek sange porno tetek memekbasah memekmulus sengama sexs ngewe ngentotcewekpic twiter com eqtdrfrg,['Abusive Speech'],0,1,0,0,0
when asked if they considered islamic legal moral code of sharia to be more important than french republic s laws percent of respondents answered yes pol found that percent of male muslim respondents percent of female muslim respondents were in favour of face veil niqab of burqa which covers both face badan france nthe pol was caried out by institut montaigne published french wekly journal du dimanche of muslims want their children to study arabic think it should be taught in public schols le figaro nfrance has western europe s bigest muslim population study estimated number of french people identifying as muslim to be far smaler than often thought at around milion percent of population of over years url mayoritas ntungu ramai cem indonesia nyg mayoritas hindu budha ganti islam nmuncul front bela islam hizbut tahrir porak porandakan negeri teriak khilafah solusi nhanya khilafah tega syariah islam,"['Hate Speech', 'SARA', 'Radicalism']",1,0,1,1,0
seslkan ktka dukung prabowo senak ganyang cina ganyang kristen ganyang kafir prtanyanya apkh p prabowo adik kluarganya mrupkn warga kturunan cina agama kristen kafir ganyang,"['Hate Speech', 'SARA']",1,0,1,0,0
telepon gengam iya made in cina hai rangkul minoritas lindung minoritas harap saudara rasa nikmat ibadah aman agama saudara minoritas negara sumbu pendek mikir situ sebar ayat tuhan tuhan sekian salam mikir,[],0,0,0,0,0
aw aw aw honey page rt sayang kontol ku masuk memek basah,['Abusive Speech'],0,1,0,0,0
nkelakuan gembala travel cabul banyak cium celana nsi gembala bodoh nada orang ngembat istri anak tiri nabi sih gembala milih bunuh tingal suruh ayat turun ups,"['Hate Speech', 'SARA', 'Defamation']",1,0,1,0,1
lucu deh wanita buat tulang rusuk bentuk lurus sifat bimbing lembut lurus paksa patah biar bis bengkok isi,[],0,0,0,0,0
wisatawan jakarta temu meningal air karimunjawa jepara jawa duga korban tengelam seret arus sat snorkeling air kemujan nkapolsek karimunjawa iptu suranto korban temu nelayan cari ikan takak moncong desa kemujan sat temu kondisi jenazah enas faktakini com jepara john vniverse jhon tarumanegara putra kenal gemar hina habib rizieq shihab tewas tragis lelep laut nsemoga dosa dosa ampun alah subhanahuwatala nsebagai berita njepara wisatawan jakarta temu meningal air karimunjawa jepara jawa duga korban tengelam seret arus sat snorkeling air kemujan nkapolsek karimunjawa iptu suranto korban temu nelayan cari ikan takak moncong desa kemujan sat temu kondisi jenazah enas hasil pemeriksan jenazah nama jhon tarumanegara putra wisatawan jakarta suranto karimunjawa rabu juni nsat temu ciri ciri jenazah celana pendek hitam jam karet hitam tangan kiri tato lengan kanan kiri nsuranto tanda tanda penganiayan jhon duga meningal tengelam habis oksigen alami hipoksia kondisi mayat utuh korban makam makam karimunjawa neditor laela badriyah nsumber media sosial teman teman korban informasi tewas john tarumanegara putra facebok pakai nama jhonv vniverse digital akun jhovny vniverse memposting gambar kartun hina fitnah habib rizieq cabul mesum cie moga fitnah hina habib rizieq kaskus raya tobat azab pada mati hina nyusul nupdate njohnv uviverse paham pki kunjung facebok almarhum hinga pagi hujat alir deras gambar leceh habib rizieq posting hapus tanda sat nyawa lepas raga ucap belasungkawa doa terima hujat caci iring mati nkematian korban tragis sendiri jenazah temu utuh keluarga urus kubur mayat temu,[],0,0,0,0,0
lupa biar karam kapal munafik bangun jabar kapal bersih hapus partai dukung nista agama hati,[],0,0,0,0,0
bunuh toleransi ndan diajarin toleransi nbeda seimin bunuh nbunuh masyarakat penasaran suka ngurusin orang nlu pindah agama hina depresi bunuh travel,"['Hate Speech', 'Defamation']",1,0,0,0,1
undang umat islam aksi longmarch monas bunderan hai kumpul monas sabtu jam wib pic twiter com vbxmjdhb,[],0,0,0,0,0
islam agama damai lembut tolerir kemunkaran pic twiter com jtqhhdnj,[],0,0,0,0,0
teriak kofar kafir asing asing usir cina thr kafir asing cina maksa situ sehat,[],0,0,0,0,0
nastaik kaum babi nterlahir gembel ngede nya homoseksual npunya kontol suka kontol orang ncuma nyinyir tertawa,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
heh kontol jan sok mes rp muka memek orang tua monyet agama aje agama kontol,"['Hate Speech', 'Abusive Speech', 'Defamation']",1,1,0,0,1
harga promo minat langsung cek instagram kakak perempuan harga mumer pesan langsung klik link bio oke,[],0,0,0,0,0
kaget orang manusia kepala babi aje coba main utara aneh babi eh doyan makan babi nkanibal,"['Hate Speech', 'Defamation']",1,0,0,0,1
udeh udeh nastaik protes sensitip sih j kelompok nastaik patut bela nini mayoritas minoritas tu sih palkon kaing kaing die minor nama salah salah salah bela babi buta nstandarnya taikers mecah belah bangsa nalah uclim tolol nya hina nang enak hina agama wkwkwkwk tertawa,"['Hate Speech', 'SARA', 'Defamation']",1,0,1,0,1
